fileID,fxgroupID,fxgroup,fxtypeID,fxtype,fxsettingID,fxsetting
G61-67412-1111-20644.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-59500-1111-20645.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-60501-1111-20646.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-61502-1111-20647.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-62503-1111-20648.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-63504-1111-20649.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-64505-1111-20650.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-65506-1111-20651.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-66507-1111-20652.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-67508-1111-20653.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-68509-1111-20654.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-69510-1111-20655.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-70511-1111-20656.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-71512-1111-20657.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-64600-1111-20658.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-65601-1111-20659.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-66602-1111-20660.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-67603-1111-20661.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-68604-1111-20662.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-69605-1111-20663.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-70606-1111-20664.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-71607-1111-20665.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-72608-1111-20666.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-73609-1111-20667.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-74610-1111-20668.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-75611-1111-20669.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-76612-1111-20670.wav,1,No FX,0,No FX,1,Clean Instrument Sound
G61-40100-1121-26833.wav,1,No FX,1,EQ,1,Fender Twin
G61-41101-1121-26834.wav,1,No FX,1,EQ,1,Fender Twin
G61-42102-1121-26835.wav,1,No FX,1,EQ,1,Fender Twin
G61-43103-1121-26836.wav,1,No FX,1,EQ,1,Fender Twin
G61-44104-1121-26837.wav,1,No FX,1,EQ,1,Fender Twin
G61-45105-1121-26838.wav,1,No FX,1,EQ,1,Fender Twin
G61-46106-1121-26839.wav,1,No FX,1,EQ,1,Fender Twin
G61-47107-1121-26840.wav,1,No FX,1,EQ,1,Fender Twin
G61-48108-1121-26841.wav,1,No FX,1,EQ,1,Fender Twin
G61-49109-1121-26842.wav,1,No FX,1,EQ,1,Fender Twin
G61-50110-1121-26843.wav,1,No FX,1,EQ,1,Fender Twin
G61-51111-1121-26844.wav,1,No FX,1,EQ,1,Fender Twin
G61-52112-1121-26845.wav,1,No FX,1,EQ,1,Fender Twin
G61-45200-1121-26846.wav,1,No FX,1,EQ,1,Fender Twin
G61-46201-1121-26847.wav,1,No FX,1,EQ,1,Fender Twin
G61-47202-1121-26848.wav,1,No FX,1,EQ,1,Fender Twin
G61-48203-1121-26849.wav,1,No FX,1,EQ,1,Fender Twin
G61-49204-1121-26850.wav,1,No FX,1,EQ,1,Fender Twin
G61-50205-1121-26851.wav,1,No FX,1,EQ,1,Fender Twin
G61-51206-1121-26852.wav,1,No FX,1,EQ,1,Fender Twin
G61-52207-1121-26853.wav,1,No FX,1,EQ,1,Fender Twin
G61-53208-1121-26854.wav,1,No FX,1,EQ,1,Fender Twin
G61-54209-1121-26855.wav,1,No FX,1,EQ,1,Fender Twin
G61-55210-1121-26856.wav,1,No FX,1,EQ,1,Fender Twin
G61-56211-1121-26857.wav,1,No FX,1,EQ,1,Fender Twin
G61-57212-1121-26858.wav,1,No FX,1,EQ,1,Fender Twin
G61-50300-1121-26859.wav,1,No FX,1,EQ,1,Fender Twin
G61-51301-1121-26860.wav,1,No FX,1,EQ,1,Fender Twin
G61-52302-1121-26861.wav,1,No FX,1,EQ,1,Fender Twin
G61-53303-1121-26862.wav,1,No FX,1,EQ,1,Fender Twin
G61-54304-1121-26863.wav,1,No FX,1,EQ,1,Fender Twin
G61-55305-1121-26864.wav,1,No FX,1,EQ,1,Fender Twin
G61-56306-1121-26865.wav,1,No FX,1,EQ,1,Fender Twin
G61-57307-1121-26866.wav,1,No FX,1,EQ,1,Fender Twin
G61-58308-1121-26867.wav,1,No FX,1,EQ,1,Fender Twin
G61-59309-1121-26868.wav,1,No FX,1,EQ,1,Fender Twin
G61-60310-1121-26869.wav,1,No FX,1,EQ,1,Fender Twin
G61-61311-1121-26870.wav,1,No FX,1,EQ,1,Fender Twin
G61-62312-1121-26871.wav,1,No FX,1,EQ,1,Fender Twin
G61-55400-1121-26872.wav,1,No FX,1,EQ,1,Fender Twin
G61-56401-1121-26873.wav,1,No FX,1,EQ,1,Fender Twin
G61-57402-1121-26874.wav,1,No FX,1,EQ,1,Fender Twin
G61-58403-1121-26875.wav,1,No FX,1,EQ,1,Fender Twin
G61-59404-1121-26876.wav,1,No FX,1,EQ,1,Fender Twin
G61-60405-1121-26877.wav,1,No FX,1,EQ,1,Fender Twin
G61-61406-1121-26878.wav,1,No FX,1,EQ,1,Fender Twin
G61-62407-1121-26879.wav,1,No FX,1,EQ,1,Fender Twin
G61-63408-1121-26880.wav,1,No FX,1,EQ,1,Fender Twin
G61-64409-1121-26881.wav,1,No FX,1,EQ,1,Fender Twin
G61-65410-1121-26882.wav,1,No FX,1,EQ,1,Fender Twin
G61-66411-1121-26883.wav,1,No FX,1,EQ,1,Fender Twin
G61-67412-1121-26884.wav,1,No FX,1,EQ,1,Fender Twin
G61-59500-1121-26885.wav,1,No FX,1,EQ,1,Fender Twin
G61-60501-1121-26886.wav,1,No FX,1,EQ,1,Fender Twin
G61-61502-1121-26887.wav,1,No FX,1,EQ,1,Fender Twin
G61-62503-1121-26888.wav,1,No FX,1,EQ,1,Fender Twin
G61-63504-1121-26889.wav,1,No FX,1,EQ,1,Fender Twin
G61-64505-1121-26890.wav,1,No FX,1,EQ,1,Fender Twin
G61-65506-1121-26891.wav,1,No FX,1,EQ,1,Fender Twin
G61-66507-1121-26892.wav,1,No FX,1,EQ,1,Fender Twin
G61-67508-1121-26893.wav,1,No FX,1,EQ,1,Fender Twin
G61-68509-1121-26894.wav,1,No FX,1,EQ,1,Fender Twin
G61-69510-1121-26895.wav,1,No FX,1,EQ,1,Fender Twin
G61-70511-1121-26896.wav,1,No FX,1,EQ,1,Fender Twin
G61-71512-1121-26897.wav,1,No FX,1,EQ,1,Fender Twin
G61-64600-1121-26898.wav,1,No FX,1,EQ,1,Fender Twin
G61-65601-1121-26899.wav,1,No FX,1,EQ,1,Fender Twin
G61-66602-1121-26900.wav,1,No FX,1,EQ,1,Fender Twin
G61-67603-1121-26901.wav,1,No FX,1,EQ,1,Fender Twin
G61-68604-1121-26902.wav,1,No FX,1,EQ,1,Fender Twin
G61-69605-1121-26903.wav,1,No FX,1,EQ,1,Fender Twin
G61-70606-1121-26904.wav,1,No FX,1,EQ,1,Fender Twin
G61-71607-1121-26905.wav,1,No FX,1,EQ,1,Fender Twin
G61-72608-1121-26906.wav,1,No FX,1,EQ,1,Fender Twin
G61-73609-1121-26907.wav,1,No FX,1,EQ,1,Fender Twin
G61-74610-1121-26908.wav,1,No FX,1,EQ,1,Fender Twin
G61-75611-1121-26909.wav,1,No FX,1,EQ,1,Fender Twin
G61-76612-1121-26910.wav,1,No FX,1,EQ,1,Fender Twin
G61-40100-1122-27457.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-41101-1122-27458.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-42102-1122-27459.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-43103-1122-27460.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-44104-1122-27461.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-45105-1122-27462.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-46106-1122-27463.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-47107-1122-27464.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-48108-1122-27465.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-49109-1122-27466.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-50110-1122-27467.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-51111-1122-27468.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-52112-1122-27469.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-45200-1122-27470.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-46201-1122-27471.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-47202-1122-27472.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-48203-1122-27473.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-49204-1122-27474.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-50205-1122-27475.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-51206-1122-27476.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-52207-1122-27477.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-53208-1122-27478.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-54209-1122-27479.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-55210-1122-27480.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-56211-1122-27481.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-57212-1122-27482.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-50300-1122-27483.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-51301-1122-27484.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-52302-1122-27485.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-53303-1122-27486.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-54304-1122-27487.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-55305-1122-27488.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-56306-1122-27489.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-57307-1122-27490.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-58308-1122-27491.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-59309-1122-27492.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-60310-1122-27493.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-61311-1122-27494.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-62312-1122-27495.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-55400-1122-27496.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-56401-1122-27497.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-57402-1122-27498.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-58403-1122-27499.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-59404-1122-27500.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-60405-1122-27501.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-61406-1122-27502.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-62407-1122-27503.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-63408-1122-27504.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-64409-1122-27505.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-65410-1122-27506.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-66411-1122-27507.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-67412-1122-27508.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-59500-1122-27509.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-60501-1122-27510.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-61502-1122-27511.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-62503-1122-27512.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-63504-1122-27513.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-64505-1122-27514.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-65506-1122-27515.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-66507-1122-27516.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-67508-1122-27517.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-68509-1122-27518.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-69510-1122-27519.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-70511-1122-27520.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-71512-1122-27521.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-64600-1122-27522.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-65601-1122-27523.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-66602-1122-27524.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-67603-1122-27525.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-68604-1122-27526.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-69605-1122-27527.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-70606-1122-27528.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-71607-1122-27529.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-72608-1122-27530.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-73609-1122-27531.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-74610-1122-27532.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-75611-1122-27533.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-76612-1122-27534.wav,1,No FX,1,EQ,2,Speaker Simulation
G61-40100-2211-21217.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-41101-2211-21218.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-42102-2211-21219.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-43103-2211-21220.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-44104-2211-21221.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-45105-2211-21222.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-46106-2211-21223.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-47107-2211-21224.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-48108-2211-21225.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-49109-2211-21226.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-50110-2211-21227.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-51111-2211-21228.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-52112-2211-21229.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-45200-2211-21230.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-46201-2211-21231.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-47202-2211-21232.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-48203-2211-21233.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-49204-2211-21234.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-50205-2211-21235.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-51206-2211-21236.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-52207-2211-21237.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-53208-2211-21238.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-54209-2211-21239.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-55210-2211-21240.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-56211-2211-21241.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-57212-2211-21242.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-50300-2211-21243.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-51301-2211-21244.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-52302-2211-21245.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-53303-2211-21246.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-54304-2211-21247.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-55305-2211-21248.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-56306-2211-21249.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-57307-2211-21250.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-58308-2211-21251.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-59309-2211-21252.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-60310-2211-21253.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-61311-2211-21254.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-62312-2211-21255.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-55400-2211-21256.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-56401-2211-21257.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-57402-2211-21258.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-58403-2211-21259.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-59404-2211-21260.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-60405-2211-21261.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-61406-2211-21262.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-62407-2211-21263.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-63408-2211-21264.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-64409-2211-21265.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-65410-2211-21266.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-66411-2211-21267.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-67412-2211-21268.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-59500-2211-21269.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-60501-2211-21270.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-61502-2211-21271.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-62503-2211-21272.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-63504-2211-21273.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-64505-2211-21274.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-65506-2211-21275.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-66507-2211-21276.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-67508-2211-21277.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-68509-2211-21278.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-69510-2211-21279.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-70511-2211-21280.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-71512-2211-21281.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-64600-2211-21282.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-65601-2211-21283.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-66602-2211-21284.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-67603-2211-21285.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-68604-2211-21286.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-69605-2211-21287.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-70606-2211-21288.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-71607-2211-21289.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-72608-2211-21290.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-73609-2211-21291.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-74610-2211-21292.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-75611-2211-21293.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-76612-2211-21294.wav,2,Ambience,2,FeedbackDelay,1,Short Time High Feedback
G61-40100-2212-21841.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-41101-2212-21842.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-42102-2212-21843.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-43103-2212-21844.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-44104-2212-21845.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-45105-2212-21846.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-46106-2212-21847.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-47107-2212-21848.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-48108-2212-21849.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-49109-2212-21850.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-50110-2212-21851.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-51111-2212-21852.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-52112-2212-21853.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-45200-2212-21854.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-46201-2212-21855.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-47202-2212-21856.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-48203-2212-21857.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-49204-2212-21858.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-50205-2212-21859.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-51206-2212-21860.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-52207-2212-21861.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-53208-2212-21862.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-54209-2212-21863.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-55210-2212-21864.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-56211-2212-21865.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-57212-2212-21866.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-50300-2212-21867.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-51301-2212-21868.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-52302-2212-21869.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-53303-2212-21870.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-54304-2212-21871.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
G61-55305-2212-21872.wav,2,Ambience,2,FeedbackDelay,2,Long Time Small Feedback
